Provincia,Partido,Localidad,Link Indec,Otros,"0,256 Mbps","0,375 Mbps","0,5 Mbps","0,512 Mbps","0,625 Mbps","0,75 Mbps",1 Mbps,"1,25 Mbps","1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps",3 Mbps,"3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,11 Mbps,12 Mbps,13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,19 Mbps,20 Mbps,21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,11 Mbps","25,5 Mbps",26 Mbps,30 Mbps,31 Mbps,32 Mbps,34 Mbps,35 Mbps,36 Mbps,38 Mbps,39 Mbps,40 Mbps,41 Mbps,45 Mbps,46 Mbps,49 Mbps,50 Mbps,55 Mbps,58 Mbps,59 Mbps,60 Mbps,61 Mbps,62 Mbps,64 Mbps,65 Mbps,66 Mbps,70 Mbps,75 Mbps,78 Mbps,80 Mbps,82 Mbps,83 Mbps,85 Mbps,90 Mbps,92 Mbps,95 Mbps,100 Mbps 
CORRIENTES,Mercedes,Mariano I. Loza  (Est. Justino Solari),18105020,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Mercedes,Mercedes,18105030,666,,,,1,,60,15,,,,,,70,,242,,,779,400,,,,,,1706,,,,,180,,,,,113,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Monte Caseros,Colonia Libertad,18112010,,,,,,,,1,,,,,,1,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Monte Caseros,Estación Libertad,18112020,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Monte Caseros,Juan Pujol,18112030,,,,1,1,,,,,,,,,,,,,,123,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Monte Caseros,Mocoretá,18112040,,,,,1,,,,,,,,,1,,,,,,20,,,,,,25,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Monte Caseros,Monte Caseros,18112050,,,,,1,,,1096,,,171,,,223,,,,,91,577,,,,,,2046,,,,,60,,,,,70,,,,,39,,,,,1,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,2
CORRIENTES,Monte Caseros,Parada Acuña,18112060,,,,,,,,1,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Monte Caseros,Parada Labougle,18112070,,,,,,,,,,,,,,1,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,OTROS,Otros,Sin Datos,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Paso de los Libres,Bonpland,18119010,2,,,,,,,1,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Paso de los Libres,Parada Pucheta,18119020,1,,,,,,,1,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Paso de los Libres,Paso de los Libres,18119030,5,,,,1,,,361,,,,,,889,,,,,,911,,,,,,2288,,,,,150,,,,,119,,,,,,,,,,9,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Saladas,Saladas,18126010,,,,,2,,,19,,,,,,22,,,,,,237,,,,,,539,,,,,51,,,,,44,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Saladas,San Lorenzo,18126020,50,,,,1,,,,,,17,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Cosme,Paso de la Patria,18133020,,,,,1,,,,,,,,,163,,,15,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Cosme,San Cosme,18133030,,,,,1,,,1,,,1,,,158,,,1,,,14,,,,,,80,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Cosme,Santa Ana,18133040,,,,,,,,,,,24,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Luis del Palmar,San Luis del Palmar,18140010,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Martín,La Cruz,18147030,,,,,1,,,5,,,,,,4,,,,,,54,,,,,,220,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Miguel,Loreto,18154010,1,,,,,,,,,,32,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Miguel,San Miguel,18154020,,,,,1,,,,,,86,,,11,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Roque,Chavarría,18161010,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Roque,Pedro R. Fernández (Est. Manuel F. Mantilla),18161040,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Roque,San Roque,18161050,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Santo Tomé,Garruchos,18168020,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Santo Tomé,Gobernador Igr. Valentín Virasoro,18168030,5,,,1,1,,,9,,,,,,20,,,,,,174,,,,,,877,,,,,123,,,,,74,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Santo Tomé,José Rafael Gómez,18168010,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Santo Tomé,Santo Tomé,18168040,1312,,,,1,,,20,,,,,,95,,,,,,721,,,,,,1385,,,,,160,,,,,19,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Sauce,Sauce,18175010,1,,,,2,,,300,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,Arroyo Barú,30008010,,,,,,,,33,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,Colón,30008020,2587,,,2,2,,,31,,,202,,,136,,,47,,100,497,,,,,,696,,,,,30,,,,,221,,,,,181,,,,,18,,,,,,,,,,,,,613,,,,,,,,,,,,,,,,,,,,742
ENTRE RIOS,Colón,Colonia Hugues,30008030,28,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,El Brillante,30008100,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,El Colorado,30008100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,Hambis,30008040,,,,,,,,,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,Hocker,30008050,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,La Clarita,30008060,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,Pueblo Liebig's,30008080,26,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,San José,30008090,815,,,,,,,18,,,,,,23,,,163,,1,258,,,,,,821,,,,,76,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,Ubajay,30008100,,,,,,,,,,,,,,94,,,,,,2,,,,,,16,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,Villa  Elisa,30008110,32,,,0,,,,21,,,,,,31,,,64,,,1287,,,,,,625,,,,,67,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Concordia,Calabacilla,30015010,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Concordia,Clodomiro Ledesma,30015020,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Concordia,Colonia Ayuí,30015030,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Concordia,Concordia,30015060,3,,,1,,,,366,,,29,,,1055,,,7,,18,3060,,,,,,7081,,,,,313,,,,,104,,,,,18,,,,,6,,,,,,,,,,,,,544,,,,,,,,,,,,,,,,,,,,1474
ENTRE RIOS,Concordia,Estación Yeruá,30015080,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Concordia,Estación Yuquerí,30015083,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Concordia,Estancia Grande,30015087,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Concordia,La Criolla,30015090,1,,,,,,,,,,4,,,2,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Concordia,Los Charrúas,30015100,,,,,,,,1,,,34,,,8,,,27,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Concordia,Nueva Escocia,30015110,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Concordia,Osvaldo Magnasco,30015120,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Concordia,Puerto Yeruá,30015140,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Diamante,Aldea Brasilera,30021010,,,,,,,,1,,,15,,,8,,,15,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Diamante,Aldea Protestante,30021020,,,,,,,,41,,,37,,,77,,,15,,2,40,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Diamante,Aldea Spatzenkutter,30021050,,,,,,,,1,,,26,,,7,,,9,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Diamante,Aldea Valle María,30021060,,,,,,,,4,,,136,,,6,,,70,,85,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Diamante,Colonia Ensayo,30021070,,,,,,,,,,,3,,,,,,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Diamante,Diamante,30021080,,,,,,,,15,,,217,,,58,,,101,,3,405,,,,,,1661,,1130,,,136,,,,,139,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Diamante,Estación Camps,30021090,,,,,,,,,,,19,,,9,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Diamante,General Alvear,30021100,,,,,,,,,,,10,,,,,,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Diamante,General Racedo,30021110,,,,,,,,1,,,13,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Diamante,General Ramírez,30021120,1,,,,1,,,13,,,50,,,46,,,4,,6,112,,,,,,409,,,,,63,,,,,40,,,,,,,,,,1852,,,,,,,,,,,,,184,,,,,,,,,,,,,,,,,,,,2
ENTRE RIOS,Diamante,Otros,Sin Datos,,,,,,,,,,,62,,,,,,49,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Diamante,Strobel,30021120,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Diamante,Villa Libertador San Martín,30021150,,,,,,,,8,,,170,,,43,,,148,,,234,,,,,,636,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,Chajarí,30028010,1,,,,,,,29,,,,,,66,,,,,,574,,,,,,2403,,46,,,59,,,,,6033,,,,,,,,,,2682,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,Colonia Alemana,30028020,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,Colonia Ensanche Sauce,30028090,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,Colonia La Argentina,30028040,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,Colonia Peña,30028050,6,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,Colonia Santa María,30028040,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,Federación,30028070,35,,,,,,,10,,,,,,14,,,,,,132,,,,,,776,,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,Los Conquistadores,30028080,,,,,,,,,,,,,,,,,,,111,205,,,,,,58,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,San Jaime de la Frontera,30028090,,,,,,,,,,,,,,,,,,,,5,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,San Pedro,30028100,5,,,,,,,,,,,,,,,,,,,49,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,San Ramón,30028105,3,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,Santa Ana,30028110,1,,,,,,,,,,,,,,,,,,,10,,,,,,216,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,Villa del Rosario,30028120,1,,,,,,,,,,,,,,,,,,,89,,,,,,259,,,,,,,,,,102,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federal,Conscripto Bernardi,30035010,,,,,,,,2,,,44,,,1,,,,,31,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federal,El Cimarrón,30035020,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federal,Federal,30035030,1100,,,,,,,4,,,36,,,10,,,,,159,217,,,,,,159,,,,,5,,,,,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federal,Nueva Vizcaya,30035040,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federal,Sauce de Luna,30035050,,,,1,,,,1,,,224,,,43,,,,,50,243,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Feliciano,San José de Feliciano,30042010,,,,2,,,,,,,,,,,,,,,461,174,,,,,,67,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Feliciano,San Víctor,30042020,,,,,,,,,,,,,,,,,,,18,12,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Gualeguay,General Galarza,30049030,2,,,,,,,135,,,336,,,78,,,4,,52,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Gualeguay,Gualeguay,30049040,751,,,1,,,,352,,,111,,,1067,,,,,69,1075,,,,,,3632,,5,,,270,,,22,,65,,,,,37,,,,,7,,,,,,,,,,,,,1069,,,,,,,,,,,,,,,,,,,,726
ENTRE RIOS,Gualeguaychú,Aldea San Antonio,30056010,,,,1,,,,,,,,,,,,,,,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Gualeguaychú,Aldea San Juan,30056020,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Gualeguaychú,Enrique Carbó,30056030,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Gualeguaychú,Faustino M. Parera,30056040,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Gualeguaychú,Gilbert,30056060,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Gualeguaychú,Gualeguaychú,30056070,2,,,,,,,2130,,,4,,,2120,,1,,,,1656,,,,2,,3273,,203,,,661,,,209,,105,,,,,362,,,,,13,,,,,,,,,,,,,6579,,,,,,,,,,,,,,,,,,,,5839
ENTRE RIOS,Gualeguaychú,Larroque,30056090,,,,,,,,2,,,,,,449,,,,,,402,,,,,,198,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Gualeguaychú,Pueblo General Belgrano,30056100,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,,,,,,9,,1,,,,,25,,,,,,,,,,,,,,,,,,505,,,,,,,,,,,,,,,,,,,,478
ENTRE RIOS,Gualeguaychú,Urdinarrain,30056110,,,,,,,,,,,,,,7,,,4,,,1336,,,,,,594,,,,,55,,,,,39,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Islas del Ibicuy,Ceibas,30063020,,,,,,,,31,,,9,,,6,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Islas del Ibicuy,Ibicuy,30063030,,,,,,,,370,,,105,,,12,,,37,,34,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Islas del Ibicuy,Médanos,30063040,,,,,,,,29,,,6,,,5,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Islas del Ibicuy,Otros,Sin Datos,,,,,,,,23,,,7,,,,,,2,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Islas del Ibicuy,Villa Paranacito,30063060,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,La Paz,Bovril,30070010,,,,,,,,1,,,1,,,493,,,,,607,,,,,,,9,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,La Paz,Colonia Avigdor,30070020,,,,,,,,,,,58,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,La Paz,El Solar,30070030,,,,,,,,,,,,,,,,,,,13,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,La Paz,La Paz,30070040,,,,,,,,61,,,,,,718,,,1,,1482,600,,,,1471,3,1274,,259,,,71,,,1,,110,,,,,16,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,La Paz,Piedras Blancas,30070050,,,,,,,,,,,2,,,2,,,,,,61,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,La Paz,Pueblo Arrúa (Est. Alcaraz),30070005,,,,1,,,,,,,76,,,15,,,50,,34,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,La Paz,San Gustavo,30070070,,,,,,,,,,,,,,246,,,,,32,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,La Paz,Santa Elena,30070080,,,,,,,,9,,,5,,,9,,,,,558,182,,,,,,1157,,,,,76,,,,,74,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Nogoyá,Aranguren,30077010,,,,1,,,,20,,,60,,,10,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,261,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,1
ENTRE RIOS,Nogoyá,Betbeder,30077020,,,,,,,,,,,,,,13,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Nogoyá,Don Cristóbal,30077030,,,,,23,,,10,,,,,,13,,,20,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Nogoyá,Febré,30077040,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Nogoyá,Hernández,30077050,,,,1,,,,2,,,104,,,18,,,1,,2,30,,,,,,97,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Nogoyá,Lucas González,30077060,,,,,,,,49,,,125,,,30,,,10,,1,91,,,,,,375,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Nogoyá,Nogoyá,30077070,,,,,3,,,442,,,681,,,299,,,123,,22,504,,,,,,1456,,,,,63,1,,,,157,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Nogoyá,Otros,Sin Datos,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Nogoyá,XX de Setiembre,30077080,,,,,4,,,5,,,,,,16,,,,,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
